loading,measurement_3,measurement_4,measurement_5,measurement_6,measurement_7,measurement_8,measurement_9,measurement_10,measurement_11,measurement_12,measurement_13,measurement_14,measurement_15,measurement_16,measurement_17,id,failure,kfold
111.43,17.199,11.455,18.411,15.63,11.193,19.585,12.237,16.693,17.912,12.268,15.6285,15.617,13.938,16.436,753.104,2382,0,0
82.57,18.826,11.937,16.97,18.049,11.873,19.747,12.393,16.517,18.859,10.143,19.252,16.062,16.097,15.138,768.142,3722,1,0
95.38,18.44,10.448,17.197,16.812,13.184,19.791,10.796,16.336,20.216,9.035,15.063,17.494,14.655,20.019,769.502,16306,0,0
94.64,18.485,11.275,15.329,15.588,10.652,18.4,10.385,14.395,19.2115,10.876,16.232,15.956,14.487,15.047,339.577,22415,1,0
117.48,17.589,12.775,16.27,17.515,11.712,19.988,12.025,15.195,17.011,12.963,16.884,17.489,15.715,16.717,788.898,24348,0,0
78.98,19.068,10.627,18.22,18.871,14.09,19.497,11.625,16.89,15.172,11.055,15.546,16.006,16.148,15.125,881.452,3878,1,0
99.09,17.787,12.994,16.886,17.668,11.712,19.021,11.43,14.79,18.742,13.068,14.248,16.182,14.969,15.329,860.678,540,0,0
103.81,16.681,10.779,17.161,19.146,12.802,18.038,10.516,17.126,19.533,10.817,16.368,17.206,16.055,16.247,825.145,16882,1,0
181.85,18.713,12.427,16.378,16.515,12.317,20.234,9.569,16.407,18.612,9.729,14.626,15.549,17.486,15.024,680.06,19197,1,0
88.7,17.616,12.106,17.136,18.614,11.552,22.386,13.371,15.051,18.393,11.151,16.909,14.614,14.782,17.845,752.694,5563,0,0
123.74,17.38,12.093,15.683,17.77,12.104,18.774,10.979,17.542,17.551,9.874,16.758,15.413,15.596,15.63,701.0245,19135,0,0
106.3,17.123,10.118,15.981,18.946,13.606,18.613,11.762,13.429,18.093,12.237,15.869,17.445,13.666,17.588,617.234,21932,1,0
112.96,18.364,9.966,15.453,15.697,11.1,19.965,11.406,18.667,19.459,11.174,14.331,14.847,14.615,16.436,659.36,10429,1,0
104.69,17.012,11.948,18.445,17.317,11.712,19.925,11.753,14.406,18.926,10.685,14.024,14.704,13.263,16.772,752.066,8926,0,0
194.29,18.442,11.056,15.868,17.723,11.295,19.169,12.171,16.879,19.199,10.282,15.021,13.524,13.878,17.842,621.649,1590,0,0
186.69,18.639,12.7,17.303,15.244,12.037,18.901,9.783,18.737,19.521,11.366,15.6285,15.659,14.659,15.597,553.094,23610,0,0
143.02,19.545,13.184,15.774,17.187,9.31,18.984,12.036,18.015,20.067,10.322,13.95,16.549,13.859,18.094,701.0245,22629,0,0
92.11,18.129,10.699,15.568,18.267,11.518,19.301,13.251,16.453,17.376,12.67,16.164,17.327,11.218,15.242,628.397,196,0,0
173.0,16.651,11.733,16.178,17.544,10.647,20.004,10.107,14.955,17.962,10.115,14.409,15.567,14.354,16.858,619.22,21108,0,0
141.5,18.548,11.223,17.202,16.432,11.642,18.472,9.068,15.933,18.85,11.717,16.36,14.881,14.323,17.401,587.987,19330,1,0
178.46,19.319,10.836,16.029,16.233,10.087,19.619,12.022,15.671,20.44,12.188,16.629,13.422,14.969,17.224,532.5,23972,1,0
174.26,16.302,12.566,17.105,18.004,12.788,19.897,11.338,14.737,19.558,11.717,14.837,16.325,15.803,18.48,818.953,3535,1,0
80.07,16.551,12.254,15.206,18.649,12.828,19.619,12.838,14.13,18.25,10.24,18.723,14.42,17.339,14.389,742.359,17973,0,0
128.77,16.746,11.081,17.701,16.0,12.24,18.913,9.098,13.962,19.2115,10.368,15.567,12.991,14.969,14.966,530.267,25372,0,0
95.01,16.522,13.696,18.35,17.042,12.228,19.626,11.169,17.271,21.276,12.058,14.925,16.337,16.514,19.316,899.561,21829,0,0
185.97,18.558,12.849,17.788,17.125,11.351,19.683,13.108,14.669,20.402,12.307,15.721,14.646,16.073,17.666,788.31,5083,0,0
83.57,18.934,9.212,17.303,17.516,10.0,20.853,9.266,15.56,20.407,10.057,14.998,15.101,15.359,18.03,577.802,16878,0,0
102.38,19.938,12.676,16.561,17.819,10.487,20.483,11.394,16.127,17.839,12.666,15.586,15.325,14.906,16.323,701.0245,67,1,0
105.69,18.803,11.901,17.663,15.262,10.708,19.103,11.175,15.485,21.134,12.802,16.516,13.648,14.811,16.591,701.0245,26328,0,0
208.73,17.797,13.753,17.516,18.345,11.374,19.021,11.018,14.97,17.36,11.766,19.158,16.959,13.216,16.436,764.881,10240,0,0
135.56,16.697,11.56,16.231,16.929,11.216,21.277,11.759,14.678,20.33,13.204,15.092,15.6,16.251,16.198,606.75,8029,0,0
105.94,17.19,11.168,17.721,16.908,11.929,20.08,10.163,20.296,20.399,14.528,15.39,18.43,12.917,17.409,737.354,17526,0,0
157.62,18.035,10.669,18.013,16.169,11.837,18.517,11.623,16.861,17.05,13.171,16.599,17.895,16.45,15.474,560.921,21632,0,0
65.42,17.812,11.733,17.057,15.884,11.712,19.012,11.103,15.281,16.119,11.042,15.468,16.04,16.71,15.555,701.0245,4319,1,0
129.98,17.305,13.957,14.872,16.304,10.911,18.473,11.941,17.138,17.301,12.456,17.469,16.04,18.163,14.731,654.754,6567,0,0
84.17,16.381,10.616,17.406,17.15,12.233,18.825,11.43,15.278,20.262,14.092,15.877,15.311,15.936,17.64,743.656,14475,0,0
177.21,16.431,12.017,17.736,17.51,12.728,19.679,12.0,16.127,19.953,11.717,14.634,18.307,15.721,18.191,815.998,2810,1,0
138.43,18.377,10.344,17.431,16.772,11.712,16.293,9.678,15.186,19.401,10.366,15.683,14.911,15.913,15.016,465.029,520,1,0
106.71,16.171,13.08,16.852,16.35,11.36,19.252,10.811,17.113,21.848,12.735,16.45,14.001,15.719,18.18,676.552,24097,0,0
81.6,18.421,11.58,17.248,16.166,11.019,19.486,11.737,15.3,20.724,11.016,14.206,15.861,12.951,18.31,657.575,9641,0,0
99.11,18.082,12.216,17.638,18.096,10.496,18.935,13.241,16.291,19.55,12.778,14.805,15.901,16.918,18.176,739.068,10628,0,0
105.83,17.475,12.609,17.871,17.426,9.951,18.687,11.576,15.466,16.628,12.772,16.235,14.995,12.972,17.457,609.911,5944,0,0
120.73,18.539,13.795,16.338,16.674,11.035,20.005,11.959,17.136,18.979,10.092,15.332,16.841,15.144,15.465,612.932,19124,0,0
165.77,18.418,13.557,16.658,18.031,12.525,18.141,11.846,16.388,18.881,12.404,15.416,15.154,17.012,16.04,857.847,5453,0,0
127.7,16.589,11.372,17.712,16.038,11.533,17.659,11.719,13.83,19.614,11.448,13.888,15.784,12.501,16.385,674.172,8487,0,0
143.17,19.01,12.257,17.116,19.457,10.933,19.991,10.729,16.586,17.122,8.068,14.358,16.04,14.76,14.16,938.597,24566,0,0
123.46,19.013,10.71,15.876,17.919,11.918,19.458,12.012,17.429,19.01,11.072,15.466,15.796,15.228,17.749,724.847,16809,0,0
144.29,18.476,13.093,16.892,18.61,10.709,18.062,12.095,15.543,19.854,15.416,13.624,17.747,16.495,17.231,590.859,14002,1,0
141.25,18.481,12.938,17.132,17.308,9.815,20.505,11.463,17.658,17.411,11.677,17.251,17.693,18.248,15.235,688.806,17233,0,0
141.65,18.081,11.461,14.936,17.612,11.566,18.628,10.973,17.601,15.693,6.532,16.487,14.854,15.215,20.853,527.814,15491,1,0
126.23,18.253,12.21,19.745,17.496,12.213,19.604,11.997,16.127,18.269,10.578,13.798,14.419,14.197,16.747,932.494,11827,0,0
168.18,17.402,11.564,16.58,18.225,12.913,19.124,11.899,15.275,20.232,11.295,15.799,16.089,15.78,14.891,726.545,24013,0,0
144.24,18.381,11.88,17.792,17.516,12.57,19.178,10.653,16.127,21.485,12.481,14.45,15.119,16.854,17.704,735.717,1836,0,0
76.35,18.511,10.874,17.631,19.453,11.569,21.034,10.442,15.881,19.717,11.717,16.699,15.322,14.969,15.765,921.371,1611,0,0
101.08,16.483,12.547,17.387,17.981,11.527,18.147,12.315,16.898,17.271,11.438,16.005,16.231,15.04,15.63,728.254,9126,0,0
154.09,17.789,12.856,17.91,17.34,12.222,19.643,11.602,16.459,19.743,10.38,15.6285,16.082,16.813,17.47,794.32,17327,0,0
136.97,18.567,13.134,16.769,18.344,10.209,19.427,11.43,14.563,21.295,10.636,16.194,18.352,15.833,17.788,715.252,1544,0,0
143.23,18.191,11.014,17.57,18.108,11.753,19.67,10.168,17.007,18.548,13.731,15.037,15.596,12.233,14.248,782.92,1692,0,0
96.42,18.015,12.193,17.924,18.877,11.519,20.291,11.732,16.963,19.723,13.427,15.781,17.134,14.969,13.42,884.996,1929,1,0
118.36,17.35,12.126,17.318,19.641,12.63,19.021,10.337,16.772,18.669,10.134,14.288,18.038,15.959,17.971,1023.052,20641,0,0
138.32,18.037,12.019,19.143,17.633,9.808,19.892,9.597,15.329,19.399,11.358,14.309,16.542,14.997,16.158,887.985,23510,0,0
111.26,17.109,11.622,17.433,16.671,11.809,17.424,13.208,15.492,19.884,10.283,14.393,14.924,15.718,17.086,573.657,817,0,0
126.53,19.386,9.799,19.35,16.573,12.168,18.875,12.216,16.512,19.758,13.915,15.822,17.784,17.859,18.845,783.092,8394,0,0
125.15,17.085,10.262,17.34,18.529,10.788,19.021,12.571,18.298,20.753,11.032,15.198,16.736,12.115,16.436,644.244,19024,0,0
205.07,18.192,10.974,15.69,18.747,12.724,18.183,12.465,17.565,18.379,13.304,17.312,15.755,12.559,15.673,701.0245,333,0,0
73.95,19.124,11.96,15.581,18.972,12.77,19.745,9.571,17.3,20.52,12.366,17.225,13.815,14.969,18.431,732.946,779,0,0
95.12,17.029,11.657,18.969,16.181,12.93,19.594,12.248,16.127,16.354,11.055,18.168,16.983,12.901,19.944,875.659,5550,0,0
110.86,18.542,11.733,16.995,15.794,11.069,19.672,11.115,15.259,18.403,10.884,13.519,17.345,13.744,18.408,667.151,7986,1,0
142.66,17.856,10.689,16.856,18.286,12.327,18.109,11.022,14.395,16.748,12.359,15.592,15.821,13.657,15.56,619.599,13642,0,0
162.66,17.17,12.042,15.874,17.252,10.188,20.152,9.417,14.75,21.916,10.012,15.6285,17.16,14.036,14.386,672.785,1503,0,0
123.72,17.81,11.352,17.536,16.624,12.64,20.295,11.859,18.571,19.824,10.619,15.489,17.346,17.626,15.319,761.26,18967,0,0
126.6,18.225,12.926,18.193,15.667,12.514,18.394,13.112,14.506,20.42,14.286,14.51,15.033,14.488,15.644,780.784,13373,0,0
120.0,18.698,11.684,17.506,18.226,12.299,16.594,11.709,15.776,17.53,14.014,12.77,15.148,16.06,17.004,787.177,9990,1,0
131.85,17.544,10.182,17.687,16.893,12.356,18.364,10.808,17.031,15.032,12.013,15.61,16.728,14.589,13.906,669.505,15512,0,0
92.09,18.352,11.554,18.538,17.735,10.843,19.923,11.742,15.241,19.193,12.151,14.284,15.493,15.647,16.462,873.262,22148,0,0
94.83,16.121,10.365,18.915,14.855,13.756,19.756,10.187,15.225,17.307,12.843,16.672,14.985,14.056,15.483,881.822,14295,0,0
62.96,18.981,11.155,16.455,18.261,12.016,18.379,11.252,19.723,19.356,13.285,15.222,18.327,14.124,16.375,734.842,20047,0,0
150.45,16.112,12.802,17.08,18.954,11.933,18.39,12.13,17.361,18.847,12.667,16.947,14.331,14.021,17.194,708.286,4549,0,0
76.02,17.96,11.369,16.875,17.14,12.317,18.715,11.43,17.877,19.302,11.943,15.995,17.636,18.147,16.436,665.786,19380,0,0
106.36,18.304,12.72,16.054,15.575,10.652,19.563,11.755,15.255,21.806,11.905,15.059,18.785,13.642,14.433,614.618,1614,1,0
183.66,17.562,12.552,17.781,18.162,10.445,17.087,10.138,16.535,18.409,12.439,15.755,18.079,17.633,19.13,610.03,10024,0,0
112.04,17.81,11.215,16.336,16.432,10.594,20.222,13.25,15.946,19.034,14.341,16.518,15.485,11.815,13.711,681.392,4328,0,0
179.78,17.562,11.285,17.425,16.716,14.343,19.274,12.804,17.072,20.497,11.129,15.78,13.76,15.318,16.754,893.165,13218,0,0
152.68,18.496,12.42,17.592,17.449,12.713,18.294,12.238,15.941,20.955,9.709,14.484,16.09,13.014,14.384,729.059,10834,1,0
115.0,17.348,11.487,16.198,16.529,11.125,18.473,9.936,18.749,20.419,11.717,17.574,17.385,13.814,12.279,478.697,18812,1,0
128.17,16.895,11.73,14.913,17.455,11.712,18.342,11.922,16.55,20.302,11.717,16.247,14.349,15.411,17.149,480.174,27,0,0
144.27,17.26,12.374,18.585,16.219,13.543,19.361,10.507,17.058,19.782,12.594,16.728,14.293,14.254,19.204,701.0245,16842,0,0
87.95,18.323,11.653,16.567,17.12,13.197,19.272,11.589,18.09,19.475,12.597,15.992,15.097,14.346,16.981,727.395,18175,0,0
82.93,16.576,13.991,16.755,16.861,13.486,19.736,10.397,16.358,17.291,12.658,15.385,15.866,15.929,15.335,892.967,5823,0,0
151.51,17.446,10.842,18.024,17.287,11.714,19.314,12.796,13.772,18.456,11.717,16.2,17.345,13.962,16.069,701.0245,9075,0,0
127.82623252279636,17.685,11.113,16.443,17.988,10.529,19.675,9.229,15.014,19.2115,11.106,15.6285,18.461,14.969,16.915,682.774,3314,1,0
118.89,17.555,12.148,17.23,18.786,13.38,17.235,11.279,15.106,19.511,12.272,15.089,17.907,15.568,15.747,697.594,24542,0,0
69.71,17.451,11.047,17.326,16.773,12.428,20.833,10.438,16.368,21.142,13.419,15.789,16.301,15.78,19.303,839.589,3663,0,0
156.2,16.426,12.633,17.533,18.737,11.666,17.073,12.374,13.849,20.984,11.897,15.6285,18.212,15.45,16.436,749.915,10098,0,0
127.92,17.123,9.983,16.519,15.935,12.807,19.021,10.454,18.868,18.847,14.555,15.375,16.727,13.551,18.029,522.186,21161,1,0
277.61,16.951,9.453,18.221,18.285,13.543,18.544,10.927,17.462,18.2,14.155,16.688,15.627,13.483,18.071,882.757,19268,0,0
95.14,17.329,12.208,18.836,17.503,11.54,19.021,13.561,16.661,16.451,12.409,17.729,15.342,14.645,15.154,815.163,6021,1,0
247.95,18.757,11.765,18.565,18.74,11.191,16.701,13.304,18.477,20.345,12.254,16.714,17.797,13.038,17.987,773.244,19162,0,0
159.97,18.247,13.069,18.024,16.586,11.712,18.905,11.569,14.66,20.274,12.829,16.868,10.587,11.437,15.511,698.862,2203,0,0
165.03,19.218,12.695,17.326,17.433,12.551,19.125,11.81,17.299,17.672,11.899,14.536,16.933,15.495,17.739,788.421,18157,0,0
117.71,16.901,11.69,16.065,16.208,10.592,17.485,11.629,18.7,20.414,11.638,15.973,17.519,16.501,14.45,419.245,23371,1,0
113.38,17.546,12.423,15.577,17.491,10.572,17.976,12.122,17.238,19.441,13.314,15.752,16.04,14.128,19.43,478.777,20078,0,0
60.05,18.551,10.831,18.325,17.432,12.528,19.46,11.637,14.596,19.887,12.014,16.494,17.433,14.969,18.074,757.612,22834,0,0
127.82623252279636,19.142,12.262,16.875,17.003,11.712,19.214,10.604,16.843,17.685,8.297,14.171,14.679,16.921,12.963,682.792,14681,0,0
95.73,18.015,12.614,16.551,18.137,11.636,19.021,12.353,16.54,18.799,14.607,15.07,14.811,13.136,15.469,597.458,2192,1,0
177.03,17.695,10.505,17.131,16.955,12.354,21.641,11.585,18.106,20.941,13.273,15.235,14.374,14.878,16.436,705.187,8315,0,0
146.13,18.752,11.715,17.841,18.368,9.914,19.605,13.021,17.61,19.189,11.416,17.66,14.993,15.92,17.764,628.543,9824,0,0
106.88,16.671,13.025,18.254,19.906,11.923,18.919,10.624,17.356,20.945,9.148,15.829,16.738,14.947,16.436,847.187,1751,0,0
110.02,17.506,11.709,16.222,16.957,11.056,18.972,10.426,14.992,19.2115,12.319,16.699,17.238,12.967,14.187,609.982,693,0,0
155.87,17.536,13.221,17.298,18.122,11.543,19.424,11.43,14.513,17.776,11.311,16.881,17.37,15.235,15.579,902.045,21724,1,0
135.88,19.377,12.924,16.763,16.65,10.325,19.021,10.682,16.127,18.838,11.864,15.464,15.284,14.788,15.189,444.762,16101,1,0
120.52,18.639,12.682,16.394,17.689,10.662,17.904,9.513,15.306,18.132,11.932,17.012,16.456,12.911,15.177,562.576,1579,0,0
72.45,16.672,13.142,16.557,18.658,12.453,18.564,11.379,16.052,16.177,12.336,15.142,15.389,14.888,15.864,700.868,1481,0,0
96.23,17.861,12.221,15.778,17.275,11.078,18.4,9.58,14.296,19.333,12.784,17.566,17.284,14.453,16.196,539.836,21877,1,0
81.6,15.699,13.604,18.838,18.148,12.322,19.742,9.558,14.386,17.003,11.717,15.657,16.081,13.352,16.509,808.193,6274,1,0
169.17,18.822,11.446,17.648,16.279,11.712,20.067,13.147,15.397,19.523,14.237,14.705,17.368,17.492,19.015,885.855,14043,1,0
95.73,18.615,13.676,18.706,17.245,13.271,17.119,11.37,15.494,18.08,11.555,15.257,13.284,16.084,17.308,670.428,10736,0,0
103.13,16.808,12.515,20.194,17.998,12.295,17.58,12.119,17.501,19.259,10.23,16.572,16.285,14.121,17.031,862.253,19204,0,0
154.86,18.019,12.497,16.966,17.884,11.631,18.42,11.062,16.367,19.733,10.637,17.539,15.39,14.208,15.937,712.836,22177,0,0
114.05,17.732,13.606,17.533,18.259,12.732,18.201,11.127,16.175,19.701,9.397,14.082,16.053,16.405,20.303,734.245,1910,0,0
122.71,17.904,11.733,19.81,17.416,11.023,18.428,9.884,14.421,17.776,10.832,15.381,17.22,16.381,15.092,701.0245,15312,1,0
125.49,16.806,11.559,17.015,17.345,12.64,18.255,10.635,15.809,21.208,12.186,15.704,16.502,14.851,17.347,730.072,6562,0,0
237.01,17.937,11.341,16.691,17.472,13.287,18.105,12.423,15.148,19.2115,10.755,16.06,14.768,17.86,14.221,701.0245,18578,0,0
159.29,19.678,13.285,15.029,17.709,11.948,17.555,10.411,16.159,18.203,11.717,15.6285,14.507,14.969,17.211,558.871,16758,1,0
139.39,18.274,12.85,18.018,17.381,10.948,19.116,10.524,16.146,19.2115,11.717,15.846,15.924,11.583,13.859,754.521,928,1,0
74.68,16.814,12.207,16.63,14.846,10.069,16.947,11.43,17.005,17.635,9.472,15.182,16.416,11.768,13.593,411.134,15732,1,0
163.31,17.559,10.977,15.724,18.009,12.407,18.268,10.901,15.784,21.143,11.251,13.543,15.464,13.169,17.213,643.034,20365,0,0
167.1,18.363,13.096,19.525,18.382,11.252,18.517,11.27,15.148,20.962,11.548,18.19,15.042,16.416,16.508,836.773,2622,0,0
121.94,19.839,13.836,18.578,17.582,11.61,19.066,11.861,15.897,14.599,9.64,14.796,15.965,11.806,13.948,792.408,15018,0,0
129.03,17.612,11.272,17.728,17.602,9.29,19.159,12.175,17.518,17.593,11.937,15.6285,16.48,16.49,15.506,506.025,5151,0,0
82.42,17.635,11.547,17.372,16.952,14.308,17.76,12.012,16.89,16.879,12.13,16.074,16.484,15.778,16.368,939.991,9252,0,0
139.32,17.278,11.733,16.923,17.924,11.262,17.189,11.054,16.127,20.92,11.958,14.453,16.288,16.058,17.529,536.494,547,0,0
195.16,17.697,12.995,16.431,18.373,11.702,18.256,11.43,17.253,17.844,10.557,17.045,18.224,14.605,14.594,608.714,11769,1,0
83.44,17.585,9.848,15.126,17.659,10.514,18.481,11.43,15.662,21.812,12.857,14.205,15.487,14.257,16.475,484.379,8660,0,0
142.72,16.719,11.875,17.367,17.516,8.474,19.021,11.258,13.877,18.422,13.91,14.979,15.446,17.829,13.084,667.64,16528,0,0
135.53,18.046,11.938,17.805,17.06,12.455,19.021,11.788,16.003,18.982,11.921,15.982,16.009,14.935,17.623,761.542,1235,0,0
126.94,17.165,11.666,17.419,18.951,10.483,17.699,9.983,15.876,17.107,13.714,15.6285,16.953,14.969,15.093,701.94,24216,0,0
139.39,18.294,12.884,16.831,16.699,11.26,19.861,12.268,17.704,19.38,9.797,18.125,16.04,16.524,17.686,764.896,25725,0,0
108.2,18.53,10.458,16.914,18.398,12.765,17.836,11.561,17.272,18.661,10.58,15.942,16.876,16.003,16.436,701.0245,6524,0,0
201.96,17.175,12.511,16.016,17.515,13.229,19.516,14.368,13.962,20.491,11.717,17.733,19.268,14.969,16.436,767.65,25931,0,0
95.71,17.259,12.222,17.568,16.3,11.681,18.799,9.879,15.795,19.019,9.359,15.418,16.019,16.486,17.143,635.312,15736,0,0
70.83,17.036,9.769,17.31,17.765,12.761,17.434,11.922,16.127,21.066,12.708,16.738,14.544,13.92,16.045,511.397,25818,0,0
205.36,17.848,11.192,16.911,18.427,11.496,18.838,11.954,15.506,20.587,10.602,15.296,16.071,18.277,16.082,664.941,10132,0,0
159.93,18.942,11.542,17.78,17.76,11.538,19.692,9.982,16.469,21.205,10.858,15.6285,18.715,13.726,15.919,790.258,359,0,0
152.22,17.384,11.772,15.044,17.745,12.778,18.394,11.43,14.325,20.202,12.747,14.676,16.393,13.108,16.727,755.27,7167,0,0
179.74,17.292,11.264,17.622,17.553,11.712,22.005,10.215,16.329,17.967,10.71,14.766,15.678,14.481,14.462,646.195,5847,0,0
151.59,17.404,10.568,18.746,17.817,11.772,19.021,10.316,15.865,18.66,10.062,16.69,15.282,17.094,15.086,701.0245,19992,0,0
140.89,16.951,13.449,17.103,18.397,10.002,19.573,12.928,16.703,18.799,11.873,16.069,17.051,15.049,15.176,709.296,19822,0,0
123.89,18.295,11.838,17.416,15.642,11.764,17.992,11.273,16.127,20.838,12.532,13.468,16.04,17.233,14.501,701.0245,7401,1,0
165.57,16.825,13.538,17.018,16.961,9.24,21.014,10.07,14.176,17.926,10.706,14.622,14.659,18.126,14.619,611.663,17280,0,0
119.3,16.198,11.224,15.822,18.154,11.039,18.935,11.355,14.464,17.528,12.287,15.2,14.924,14.465,15.006,607.159,2768,0,0
81.16,19.07,11.624,15.995,19.85,12.877,19.856,11.273,17.329,19.715,12.567,15.361,14.591,15.276,15.417,701.0245,12567,0,0
126.96,17.109,11.935,17.846,17.201,12.47,19.49,11.672,17.944,16.341,12.388,16.004,9.792,15.653,17.036,701.0245,22003,0,0
164.35,17.671,12.901,18.657,18.191,10.905,20.723,11.141,17.05,20.773,11.005,14.412,15.965,15.359,17.196,725.277,6691,0,0
131.0,16.488,12.631,17.193,16.752,11.676,18.165,11.539,15.11,16.362,12.383,16.323,16.159,13.793,16.071,629.898,3706,0,0
127.54,18.85,11.087,19.509,17.904,12.379,18.558,11.679,16.127,18.045,10.503,15.6285,16.539,17.577,16.755,822.338,14853,0,0
247.08,18.142,12.245,16.646,16.849,11.051,19.635,11.574,15.508,19.576,8.353,16.545,14.462,14.969,16.436,704.446,13352,1,0
127.24,17.502,10.359,18.985,18.166,10.897,18.495,12.153,14.865,20.558,12.19,17.167,15.919,16.029,17.66,647.236,6725,0,0
229.9,16.761,11.733,16.784,17.0,11.826,19.043,11.285,12.551,20.785,8.081,16.773,17.822,12.471,15.52,612.469,17884,1,0
126.41,17.894,10.371,18.239,17.286,11.772,18.911,12.999,18.864,18.398,9.748,16.247,16.044,15.913,15.721,806.988,14938,0,0
143.45,19.026,11.925,18.696,18.152,11.528,19.021,10.439,14.897,16.028,12.162,14.668,15.97,12.715,14.962,701.0245,10575,0,0
124.15,18.145,11.397,14.756,16.783,10.408,18.738,10.468,15.661,20.853,12.734,16.641,13.991,14.969,16.333,455.559,14851,0,0
79.56,17.697,10.645,17.81,17.587,11.751,18.782,11.089,16.872,20.961,12.183,15.794,15.327,14.969,15.302,704.218,12986,1,0
112.44,18.426,12.27,17.93,16.779,10.877,19.71,12.262,16.176,14.832,8.991,16.101,16.04,15.422,18.605,795.791,15961,0,0
255.68,14.942,12.062,17.689,18.083,11.605,19.127,12.557,16.184,19.011,13.133,16.161,12.884,14.196,14.743,831.556,25314,0,0
126.7,17.149,12.681,17.761,17.512,11.215,19.01,12.328,18.726,20.721,9.082,14.154,14.899,15.408,19.448,744.501,14531,0,0
92.77,15.719,12.145,15.953,18.6,10.538,18.608,10.884,17.264,16.037,13.756,18.055,16.63,18.459,14.344,522.856,8729,0,0
83.9,17.59,11.282,16.593,16.403,11.362,18.946,9.484,16.973,20.26,9.465,16.012,15.238,16.048,19.244,572.6,14615,0,0
125.04,17.575,11.876,16.974,17.91,12.807,19.599,11.412,17.174,17.865,12.938,15.6285,14.891,13.135,16.164,776.511,709,1,0
111.9,19.807,12.744,19.625,17.488,11.712,20.137,11.203,17.32,15.342,12.147,16.071,17.781,15.065,15.849,874.063,6510,0,0
175.17,17.341,11.399,18.202,18.095,9.968,19.454,11.653,17.294,21.205,12.094,15.74,17.517,12.68,16.428,764.409,2297,0,0
92.98,18.28,11.419,17.551,16.973,11.712,19.466,11.043,16.569,19.934,14.313,15.037,16.04,12.844,14.351,718.698,14808,0,0
105.2,18.591,13.226,17.467,18.659,12.096,19.475,10.963,16.919,13.919,10.987,16.529,16.923,12.772,13.463,766.686,15999,1,0
113.34,17.946,11.564,15.039,17.11,11.463,18.621,11.43,14.442,19.911,10.111,14.532,19.227,14.969,14.551,523.823,3185,0,0
71.54,18.644,10.995,17.256,17.249,11.419,17.472,11.003,17.091,19.285,11.323,16.815,15.892,13.684,18.647,651.257,10236,1,0
85.52,17.203,11.044,17.189,18.187,13.115,18.513,9.971,17.712,19.258,9.191,16.322,16.558,13.746,16.868,792.718,18860,1,0
113.98,16.13,11.342,18.156,15.956,11.608,18.818,10.695,15.637,20.213,12.776,15.375,16.04,13.254,16.365,562.639,19226,0,0
146.12,15.298,11.488,17.159,17.406,14.21,18.133,11.43,18.074,17.364,11.18,17.518,17.524,14.969,16.066,833.812,9142,0,0
91.73,18.01,11.389,18.023,17.296,13.302,19.337,11.256,17.109,21.596,11.902,16.149,15.227,13.223,17.702,855.683,8837,0,0
